  0.73265853704151618                       164
   2.1979756111245488                       736
   3.6632926852075807                      2054
   5.1286097592906135                      3384
   6.5939268333736454                      4320
   8.0592439074566773                      7827
   9.5245609815397110                     10684
   10.989878055622743                     10937
   12.455195129705775                     12487
   13.920512203788807                     10680
   15.385829277871840                     12101
   16.851146351954871                     10008
   18.316463426037906                     10609
   19.781780500120938                      8108
   21.247097574203970                      7725
   22.712414648287002                      4925
   24.177731722370034                      3303
   25.643048796453066                      1444
   27.108365870536097                       630
   28.573682944619129                       650
