  -10.024875000000000                         0                    0                    0
  -8.9696250000000006                        63                   66                   56
  -7.9143749999999997                         0                    0                    0
  -6.8591250000000006                         0                    0                    0
  -5.8038749999999997                         0                    0                    0
  -4.7486250000000005                         0                    0                    0
  -3.6933750000000001                         0                    0                    0
  -2.6381250000000001                         0                    0                    0
  -1.5828750000000000                         0                    0                    0
 -0.52762500000000001                         0                    0                    0
  0.52762500000000001                         0                    0                    0
   1.5828750000000000                         0                    0                    0
   2.6381250000000001                         0                    0                    0
   3.6933750000000001                         0                    0                    0
   4.7486250000000005                         0                    0                    0
   5.8038749999999997                         0                    0                    0
   6.8591250000000006                         0                    0                    0
   7.9143749999999997                         0                    0                    0
   8.9696250000000006                        62                   59                   69
   10.024875000000000                         0                    0                    0
