  -38.838770777185651                         0                    0                    0
  -34.750479116429268                       156                    0                    0
  -30.662187455672886                       148                    0                  131
  -26.573895794916499                       253                    0                   33
  -22.485604134160116                       578                  294                  213
  -18.397312473403730                      1417                  397                 1751
  -14.309020812647347                      5816                 2713                 3336
  -10.220729151890961                      9903                 7740                 5612
  -6.1324374911345769                     16563                12777                12865
  -2.0441458303781923                     36621                34336                40932
   2.0441458303781923                     32255                38539                37463
   6.1324374911345769                     10261                13180                10585
   10.220729151890961                      6922                 8123                 5980
   14.309020812647347                      2999                 5189                 3862
   18.397312473403730                       780                 1654                 2237
   22.485604134160116                       176                   58                    0
   26.573895794916499                       152                    0                    0
   30.662187455672886                         0                    0                    0
   34.750479116429268                         0                    0                    0
   38.838770777185651                         0                    0                    0
